trilat,trilong,ssid,qos,transid,firsttime,lasttime,lastupdt,netid,name,type,comment,wep,bcninterval,freenet,dhcp,paynet,userfound,channel,rcois,encryption,country,region,road,city,housenumber,postalcode
36.0879097,-115.17655945,#CiscoLive,4,20240409-00000,2024-04-09 19:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,1C:FC:17:92:84:0E,,infra,,3,0,?,?,?,False,120,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08776474,-115.17617035,#CiscoLive,4,20240409-00000,2024-04-09 16:00:00+00:00,2024-06-03 20:00:00+00:00,2024-06-03 21:00:00+00:00,1C:FC:17:92:89:AE,,infra,,3,0,?,?,?,False,136,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08804703,-115.17651367,#CiscoLive,5,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,1C:FC:17:92:89:CE,,infra,,3,0,?,?,?,False,100,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08745193,-115.17391205,#CiscoLive,5,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:15:F4:8E,,infra,,3,0,?,?,?,False,132,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08955383,-115.17420197,#CiscoLive,3,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:15:F6:8E,,infra,,3,0,?,?,?,False,140,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.0872879,-115.17394257,#CiscoLive,5,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:3E:02:2E,,infra,,3,0,?,?,?,False,56,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08904648,-115.17684174,#CiscoLive,5,20240409-00000,2024-04-10 02:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:3E:0D:EE,,infra,,3,0,?,?,?,False,64,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08922958,-115.17700195,#CiscoLive,7,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:3E:0E:8E,,infra,,3,0,?,?,?,False,60,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08916855,-115.17697144,#CiscoLive,7,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:3E:14:4E,,infra,,3,0,?,?,?,False,112,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08917618,-115.17416382,#CiscoLive,4,20240409-00000,2024-04-09 17:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:3E:19:0E,,infra,,3,0,?,?,?,False,52,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08926773,-115.17420197,#CiscoLive,4,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:3E:1B:0E,,infra,,3,0,?,?,?,False,36,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08809662,-115.17464447,#CiscoLive,4,20240409-00000,2024-04-09 18:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:3E:1E:8E,,infra,,3,0,?,?,?,False,124,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08746338,-115.17455292,#CiscoLive,4,20240409-00000,2024-04-09 19:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:3E:1F:4E,,infra,,3,0,?,?,?,False,140,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08773422,-115.17498779,#CiscoLive,3,20240409-00000,2024-04-10 01:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:3E:21:EE,,infra,,3,0,?,?,?,False,116,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08805466,-115.17409515,#CiscoLive,3,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:3E:33:AE,,infra,,3,0,?,?,?,False,144,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08768845,-115.17453766,#CiscoLive,3,20240409-00000,2024-04-09 18:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:3E:3E:AE,,infra,,3,0,?,?,?,False,64,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08854294,-115.174263,#CiscoLive,2,20240410-00000,2024-04-11 00:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:3E:41:8E,,infra,,3,0,?,?,?,False,124,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.0876236,-115.17446136,#CiscoLive,3,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:3E:48:2E,,infra,,3,0,?,?,?,False,52,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.0891571,-115.17395782,#CiscoLive,6,20240409-00000,2024-04-09 12:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:3E:48:AE,,infra,,3,0,?,?,?,False,48,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08733368,-115.17397308,#CiscoLive,5,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:3E:4B:2E,,infra,,3,0,?,?,?,False,120,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08901215,-115.17697906,#CiscoLive,5,20240409-00000,2024-04-10 02:00:00+00:00,2024-06-04 08:00:00+00:00,2024-06-04 08:00:00+00:00,24:16:1B:3E:4E:EE,,infra,,3,0,?,?,?,False,132,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08902359,-115.17717743,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:3E:95:2E,,infra,,3,0,?,?,?,False,108,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08905792,-115.17681885,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:3E:A1:EE,,infra,,3,0,?,?,?,False,52,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08924484,-115.17639923,#CiscoLive,5,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:3E:A4:2E,,infra,,3,0,?,?,?,False,132,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.0891037,-115.17710114,#CiscoLive,7,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:3E:A9:AE,,infra,,3,0,?,?,?,False,116,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08893967,-115.17685699,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:74:EE:AE,,infra,,3,0,?,?,?,False,120,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08912659,-115.17668152,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:75:24:2E,,infra,,3,0,?,?,?,False,124,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08916473,-115.17679596,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:75:25:EE,,infra,,3,0,?,?,?,False,108,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08927155,-115.17684937,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:75:3F:CE,,infra,,3,0,?,?,?,False,104,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08897018,-115.1770401,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:75:40:6E,,infra,,3,0,?,?,?,False,165,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08900452,-115.17715454,#CiscoLive,7,20240211-00000,2024-02-12 01:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:75:42:2E,,infra,,3,0,?,?,?,False,56,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08924484,-115.17631531,#CiscoLive,5,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:75:45:AE,,infra,,3,0,?,?,?,False,112,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08911133,-115.17636871,#CiscoLive,5,20240409-00000,2024-04-10 02:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:A8:CF:4E,,infra,,3,0,?,?,?,False,36,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08744812,-115.174263,#CiscoLive,4,20240409-00000,2024-04-09 17:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AC:5A:AE,,infra,,3,0,?,?,?,False,124,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08834457,-115.1754303,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-06 06:00:00+00:00,2024-06-06 06:00:00+00:00,24:16:1B:AC:94:6E,,infra,,3,0,?,?,?,False,108,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08756638,-115.17419434,#CiscoLive,5,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:08:6E,,infra,,3,0,?,?,?,False,44,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08821487,-115.17549133,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:0E:AE,,infra,,3,0,?,?,?,False,64,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08821106,-115.17669678,#CiscoLive,5,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:AE:10:4E,,infra,,3,0,?,?,?,False,64,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08838272,-115.17567444,#CiscoLive,6,20240409-00000,2024-04-09 12:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:12:0E,,infra,,3,0,?,?,?,False,124,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08849716,-115.17568207,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-06 06:00:00+00:00,2024-06-06 06:00:00+00:00,24:16:1B:AE:15:4E,,infra,,3,0,?,?,?,False,132,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08825684,-115.17556763,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-03 20:00:00+00:00,2024-06-03 21:00:00+00:00,24:16:1B:AE:17:2E,,infra,,3,0,?,?,?,False,120,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08811569,-115.17514801,#CiscoLive,5,20240409-00000,2024-04-09 12:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:19:2E,,infra,,3,0,?,?,?,False,104,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.0884819,-115.17559814,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-06 06:00:00+00:00,2024-06-06 06:00:00+00:00,24:16:1B:AE:19:EE,,infra,,3,0,?,?,?,False,144,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.0881691,-115.17648315,#CiscoLive,5,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:AE:1A:8E,,infra,,3,0,?,?,?,False,112,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08833694,-115.1758728,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:1A:EE,,infra,,3,0,?,?,?,False,64,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08844376,-115.17463684,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-06 06:00:00+00:00,2024-06-06 06:00:00+00:00,24:16:1B:AE:2B:AE,,infra,,3,0,?,?,?,False,60,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08734512,-115.17443848,#CiscoLive,4,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:2E:6E,,infra,,3,0,?,?,?,False,64,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08851242,-115.1749649,#CiscoLive,4,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:31:CE,,infra,,3,0,?,?,?,False,112,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.0892601,-115.17420197,#CiscoLive,4,20240409-00000,2024-04-09 12:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:31:EE,,infra,,3,0,?,?,?,False,116,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08747864,-115.17443085,#CiscoLive,3,20240409-00000,2024-04-10 01:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:32:2E,,infra,,3,0,?,?,?,False,100,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08781815,-115.17401886,#CiscoLive,5,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:32:6E,,infra,,3,0,?,?,?,False,116,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08829117,-115.17694092,#CiscoLive,5,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:AE:32:EE,,infra,,3,0,?,?,?,False,136,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08838272,-115.17475128,#CiscoLive,5,20240409-00000,2024-04-09 12:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:33:4E,,infra,,3,0,?,?,?,False,140,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08824158,-115.17653656,#CiscoLive,5,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:AE:34:6E,,infra,,3,0,?,?,?,False,52,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08868408,-115.17578888,#CiscoLive,6,20240409-00000,2024-04-09 12:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:38:4E,,infra,,3,0,?,?,?,False,52,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.0876236,-115.17372894,#CiscoLive,3,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:3A:0E,,infra,,3,0,?,?,?,False,140,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08830643,-115.17638397,#CiscoLive,5,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:AE:3A:4E,,infra,,3,0,?,?,?,False,104,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08845901,-115.17590332,#CiscoLive,6,20240409-00000,2024-04-09 12:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:3A:CE,,infra,,3,0,?,?,?,False,112,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08733368,-115.17458344,#CiscoLive,3,20240409-00000,2024-04-10 01:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:3A:EE,,infra,,3,0,?,?,?,False,104,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08822632,-115.17515564,#CiscoLive,6,20240409-00000,2024-04-09 12:00:00+00:00,2024-06-03 20:00:00+00:00,2024-06-03 21:00:00+00:00,24:16:1B:AE:3B:AE,,infra,,3,0,?,?,?,False,140,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08843613,-115.17520905,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-06 06:00:00+00:00,2024-06-06 06:00:00+00:00,24:16:1B:AE:3C:CE,,infra,,3,0,?,?,?,False,52,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08831406,-115.17617035,#CiscoLive,4,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:3D:0E,,infra,,3,0,?,?,?,False,140,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08870316,-115.17472839,#CiscoLive,3,20240410-00000,2024-04-10 17:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:3D:2E,,infra,,3,0,?,?,?,False,36,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08829498,-115.17473602,#CiscoLive,4,20240409-00000,2024-04-09 17:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:3D:8E,,infra,,3,0,?,?,?,False,60,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.0883255,-115.17562103,#CiscoLive,7,20240409-00000,2024-04-09 12:00:00+00:00,2024-06-06 06:00:00+00:00,2024-06-06 06:00:00+00:00,24:16:1B:AE:3D:CE,,infra,,3,0,?,?,?,False,100,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08732986,-115.17468262,#CiscoLive,4,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:3E:2E,,infra,,3,0,?,?,?,False,144,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08835983,-115.17610168,#CiscoLive,4,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:3E:AE,,infra,,3,0,?,?,?,False,60,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08826828,-115.17469788,#CiscoLive,4,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:3F:6E,,infra,,3,0,?,?,?,False,52,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08888626,-115.1743927,#CiscoLive,4,20240409-00000,2024-04-09 12:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,24:16:1B:AE:3F:EE,,infra,,3,0,?,?,?,False,52,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08821869,-115.17694855,#CiscoLive,5,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:AE:41:6E,,infra,,3,0,?,?,?,False,108,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08911133,-115.17701721,#CiscoLive,7,20240211-00000,2024-02-11 23:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,24:16:1B:AE:5F:2E,,infra,,3,0,?,?,?,False,100,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08772659,-115.17507935,#CiscoLive,3,20240409-00000,2024-04-10 00:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,5C:64:F1:FD:E6:8E,,infra,,3,0,?,?,?,False,144,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08787918,-115.17642212,#CiscoLive,5,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,88:9C:AD:41:00:CE,,infra,,3,0,?,?,?,False,132,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08774185,-115.17673492,#CiscoLive,3,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,88:9C:AD:41:01:2E,,infra,,3,0,?,?,?,False,100,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08773041,-115.17751312,#CiscoLive,3,20240409-00000,2024-04-09 16:00:00+00:00,2024-06-03 10:00:00+00:00,2024-06-03 11:00:00+00:00,88:9C:AD:41:01:AE,,infra,,3,0,?,?,?,False,124,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08802414,-115.17642975,#CiscoLive,5,20240409-00000,2024-04-09 16:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,88:9C:AD:41:02:8E,,infra,,3,0,?,?,?,False,140,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08807755,-115.17702484,#CiscoLive,5,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,88:9C:AD:41:02:AE,,infra,,3,0,?,?,?,False,112,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08810043,-115.17635345,#CiscoLive,5,20240409-00000,2024-04-09 16:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,88:9C:AD:41:02:CE,,infra,,3,0,?,?,?,False,56,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08797073,-115.17663574,#CiscoLive,4,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,88:9C:AD:41:03:AE,,infra,,3,0,?,?,?,False,100,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08813095,-115.17698669,#CiscoLive,4,20240409-00000,2024-04-09 16:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,88:9C:AD:41:04:2E,,infra,,3,0,?,?,?,False,116,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08792114,-115.17634583,#CiscoLive,4,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-03 20:00:00+00:00,2024-06-03 21:00:00+00:00,88:9C:AD:41:04:6E,,infra,,3,0,?,?,?,False,52,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08820724,-115.17602539,#CiscoLive,4,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,88:9C:AD:41:05:2E,,infra,,3,0,?,?,?,False,108,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08781052,-115.17583466,#CiscoLive,4,20240409-00000,2024-04-09 16:00:00+00:00,2024-06-03 20:00:00+00:00,2024-06-03 21:00:00+00:00,88:9C:AD:41:05:8E,,infra,,3,0,?,?,?,False,108,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08810425,-115.17658997,#CiscoLive,5,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,88:9C:AD:41:06:2E,,infra,,3,0,?,?,?,False,136,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08781433,-115.17666626,#CiscoLive,3,20240409-00000,2024-04-09 23:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:00:00+00:00,88:9C:AD:41:06:AE,,infra,,3,0,?,?,?,False,108,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08815765,-115.17618561,#CiscoLive,4,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-03 20:00:00+00:00,2024-06-03 21:00:00+00:00,88:9C:AD:41:0A:CE,,infra,,3,0,?,?,?,False,116,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
36.08808136,-115.17666626,#CiscoLive,5,20240409-00000,2024-04-09 15:00:00+00:00,2024-06-04 22:00:00+00:00,2024-06-04 22:00:00+00:00,88:9C:AD:41:0A:EE,,infra,,3,0,?,?,?,False,132,cae505 f4f5e8f5f4,wpa3,US,NV,Four Seasons Drive,,,89119-1001
